Title,Author,URL
Poll Results: Half of All First Years Still Anxious about Pooping at School,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/poll-results-half-of-all-first-years-still-anxious-about-pooping-at-school/
8 of 9 Students in Your Problem Session Just Want To Be Held,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/8-of-9-students-in-your-problem-session-just-want-to-be-held/
Student First in Family to Attend Club,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-first-in-family-to-attend-club/
Tech Startup Donates Beards,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/tech-startup-donates-beards/
95% of First Years Who Took Up Exercise Are Done With It,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/95-of-first-years-who-took-up-exercise-are-done-with-it/
School Declares Penile Deficiency Syndrome Awareness Week,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/school-declares-penile-deficiency-syndrome-awareness-week/
"Student Forgets to Scan ID, Central Shuttle Ignites",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-forgets-to-scan-id-central-shuttle-ignites/
Frosty the Snowman Dead at 37,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/frosty-the-snowman-dead-at-37/
Weak Roommate Declares State of Emergen-C,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/weak-roommate-declares-state-of-emergen-c/
Breast Cancer Becomes Aware,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/breast-cancer-becomes-aware/
Student Enjoyed Studying A Broad,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-enjoyed-studying-a-broad/
Dean Boyer: “This Weekend is Weed Weekend”,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/dean-boyer-this-weekend-is-weed-weekend/
Area Woman Pays Face Value for Klondike Bar,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/area-woman-pays-face-value-for-klondike-bar/
Scientists Confirm with 99% Certainty that Struggle is Real,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/scientists-confirm-with-99-certainty-that-struggle-is-real/
Birds Elect to Freeze Rather Than Migrate to Florida,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/birds-elect-to-freeze-rather-than-migrate-to-florida/
New Evidence Suggests Odyssey May Not Be Historically Accurate,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/new-evidence-suggests-odyssey-may-not-be-historically-accurate/
Oriental Institute embraces post-colonial terminology; to be Renamed “Institute of Exotic Studies”,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/oriental-institute-embraces-post-colonial-terminology-to-be-renamed-institute-of-exotic-studies/
Santa Requests Extension,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/santa-requests-extension/
Greek Life Participants Gear Up For Annual Festival Of Φώτα,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/greek-life-participants-gear-up-for-annual-festival-of-%cf%86%cf%8e%cf%84%ce%b1/
An Arbitrary And Meaningless Ranking Of Colleges,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/an-arbitrary-and-meaningless-ranking-of-colleges/
"President Skintaker-9000 promises an era of lower taxes, welfare reform and less skin.",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/president-skintaker-9000-promises-an-era-of-lower-taxes-welfare-reform-and-less-skin/
Muslim Athiest Communist Fascist Runs for Student Council,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/muslim-athiest-communist-fascist-runs-for-student-council/
"President Shot; Lincoln, Theatre Dead",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/president-shot-lincoln-theatre-dead/
Joan of Arc Burned at Steak and Shake,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/joan-of-arc-burned-at-steak-and-shake/
God Finally Finishes Book,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/god-finally-finishes-book/
List of Under-Appreciated Plagues,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/list-of-under-appreciated-plagues/
World’s Largest Porn Collection Burns Down,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/worlds-largest-porn-collection-burns-down/
War of Polish Aggression Commences,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/war-of-polish-aggression-commences/
Exclusive: Forgive Me Father for I Have Sinned: Judas Caught Kissing Jesus!,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/exclusive-forgive-me-father-for-i-have-sinned-judas-caught-kissing-jesus/
Royal Academy of Arts Vienna Lowers Admissions Standards,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/royal-academy-of-arts-vienna-lowers-admissions-standards/
Liebniz Throws Apple at Newton,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/liebniz-throws-apple-at-newton/
War on Drugs Considered After Diplomatic Talks Break Down,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/war-on-drugs-considered-after-diplomatic-talks-break-down/
Gladiators Herald End of Net Neutrality,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/gladiators-herald-end-of-net-neutrality/
Student Grapples With Difficult Plato,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-grapples-with-difficult-plato/
Whales Believe the Patriarchy Should Save Itself,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/whales-believe-the-patriarchy-should-save-itself/
Nondorf Appointed Director of UCMC Patient Admissions,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/nondorf-appointed-director-of-ucmc-patient-admissions/
Rogue Stressbuster Won’t Stop Giving Backrubs,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/rogue-stressbuster-wont-stop-giving-backrubs/
Tour Guide Lies,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/tour-guide-lies/
Pope Declares Infanticide Only Legitimate Birth Control,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/pope-declares-infanticide-only-legitimate-birth-control/
Boyer to Reopen Anatomy Department in His Basement,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/boyer-to-reopen-anatomy-department-in-his-basement/
2 Chainz Objectifies God,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/2-chainz-objectifies-god/
Eyes Contact,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/eyes-contact/
Students Fight to Save Summer Lynx,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/students-fight-to-save-summer-lynx/
God to Take Matters into Own Hands,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/god-to-take-matters-into-own-hands/
How an Asteroid Destroying the Earth Affects the 2016 Presidential Election,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/how-an-asteroid-destroying-the-earth-affects-the-2016-presidential-election/
Poverty Finally Solved When Everyone Just Tries Harder,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/poverty-finally-solved-when-everyone-just-tries-harder/
Humor Magazine Kid Won’t Stop Talking About Incest,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/humor-magazine-kid-wont-stop-talking-about-incest/
Student Viciously Trundles to Class,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-viciously-trundles-to-class/
Chicago Shady Dealer Calling It Quits,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/chicago-shady-dealer-calling-it-quits/
University to open Center on Alpha Centauri,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/university-to-open-center-on-alpha-centauri/
Thousands Will Dye,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/thousands-will-dye/
Math Estimated at 90%,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/math-estimated-at-90/
Kathleen Sebelius to Teach Problems in Public Policy Implementation,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/kathleen-sebelius-to-teach-problems-in-public-policy-implementation/
Man Rescues Pelican from Oil Spill: What Happens Next Will Restore Your Faith in Humanity,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/man-rescues-pelican-from-oil-spill-what-happens-next-will-restore-your-faith-in-humanity/
Study Break Quality Reflects RA’s Break-up,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/study-break-quality-reflects-ras-break-up/
University of Chicago Announces Todd Awareness Day,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/university-of-chicago-announces-todd-awareness-day/
Nation‘s Leaders Come Together to Balance the Budget on Todd’s Back,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/nations-leaders-come-together-to-balance-the-budget-on-todds-back/
"Student Health Warns of New, Highly Addictive “Positive” Attitude",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-health-warns-of-new-highly-addictive-positive-attitude/
Circle Jerk More of an Oval,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/circle-jerk-more-of-an-oval/
25 Years Since 1990,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/25-years-since-1990/
7 Jokes Only Craig Will Understand,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/7-jokes-only-craig-will-understand/
Photoshopped Galaxy Sets Unrealistic Standards for Young Interstellar Matter,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/photoshopped-galaxy-sets-unrealistic-standards-for-young-interstellar-matter/
I’m So Pumped for Scab Hunt,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/im-so-pumped-for-scab-hunt/
Pope Courting Young Voters in Election Year,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/pope-courting-young-voters-in-election-year/
Christie’s Take from Internship Auction Tops Expectations,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/christies-take-from-internship-auction-tops-expectations/
"Student Throws Pepper Shaker onto Balcony, Escapes Samsara",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-throws-pepper-shaker-onto-balcony-escapes-samsara/
American Hero Remembers to Use Correct Pronouns,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/american-hero-remembers-to-use-correct-pronouns/
Doctors without Boyers Embarks on First Mission,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/doctors-without-boyers-embarks-on-first-mission/
Summer Plans Ambitious,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/summer-plans-ambitious/
Zimmer Attacked by Mountain Lion,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/zimmer-attacked-by-mountain-lion/
Poor Harvest: A Shady Dealer Investigative Report,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/poor-harvest-a-shady-dealer-investigative-report/
Fashion Scientists Search for New Black Substitute,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/fashion-scientists-search-for-new-black-substitute/
I Don’t Believe in Gay Marriage,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/i-dont-believe-in-gay-marriage/
US Re-invades Iraq for Throwback Thursday,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/us-re-invades-iraq-for-throwback-thursday/
We Should Reject the Binary,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/we-should-reject-the-binary/
Human Cannonball Enters the Canon,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/human-cannonball-enters-the-canon/
Fourth Year Excited to Procrastinate for Pleasure,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/fourth-year-excited-to-procrastinate-for-pleasure/
Evidence Suggest Shady Dealer Staff Innocent,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/evidence-suggest-shady-dealer-staff-innocent/
Ask Disastrously Misapplied Nietszche,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/ask-disastrously-misapplied-nietszche/
First year refers to Everything as “The Quad”,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/first-year-refers-to-everything-as-the-quad/
LD Break-Up Mad Libs,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/ld-break-up-mad-libs/
Things your parents Have Already Replaced You With,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/things-your-parents-have-already-replaced-you-with/
RH’s Kid Knows What You Did,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/rhs-kid-knows-what-you-did/
"First year Displays Dominance by Sexiling Roommate, Urinating on Laptop",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/first-year-displays-dominance-by-sexiling-roommate-urinating-on-laptop/
"“East is Lake,” says Fur-clad Campus Tour Guide",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/east-is-lake-says-fur-clad-campus-tour-guide/
Seven Things White People Need to Stop Doing,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/seven-things-white-people-need-to-stop-doing/
Candy Corn Neither,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/candy-corn-neither/
"After First Beers, First Years Cry First Tears",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/after-first-beers-first-years-cry-first-tears/
Classifieds,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/classifieds/
Zimmer Wishes His Salary Were Paid In Gum,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/zimmer-wishes-his-salary-were-paid-in-gum/
Look: Chris Christie Flashes Major Side Boob!,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/look-chris-christie-flashes-major-side-boob/
Therapy Dogs Wracked with “Feelings of Inadequacy” upon Arrival at UChicago,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/therapy-dogs-wracked-with-feelings-of-inadequacy-upon-arrival-at-uchicago/
Public School Kid Discovered in Student Body,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/public-school-kid-discovered-in-student-body/
Pope Ends Flirtation with Homosexuality,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/pope-ends-flirtation-with-homosexuality/
Study Finds Most Men Would Be Gay if it Weren’t for the Penis,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/study-finds-most-men-would-be-gay-if-it-werent-for-the-penis/
I Close Slowly Because I Hate You,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/i-close-slowly-because-i-hate-you/
University Librarian Tears into Pages,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/university-librarian-tears-into-pages/
Apple Unveils Groundbreaking Cloud-Based Irrigation System,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/apple-unveils-groundbreaking-cloud-based-irrigation-system/
President Obama Arrested for Climbing Main Quad Maple,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/president-obama-arrested-for-climbing-main-quad-maple/
Goose Makes Classic “Goose” Face,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/goose-makes-classic-goose-face/
Twin Peaks,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/twin-peaks/
"Zimmer Reaches Into Student’s Rib Cage, Pulls Out Heart",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/zimmer-reaches-into-students-rib-cage-pulls-out-heart/
Student Government Launches Invasion of Iraq,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/student-government-launches-invasion-of-iraq/
Town of Fonts Finds Itself Sans Sheriff,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/town-of-fonts-finds-itself-sans-sheriff/
Federal Judge Really Taking This One to Heart,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/federal-judge-really-taking-this-one-to-heart/
Why You Can’t Get Into Reynolds Club On Shake Day (Infographic),Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/why-you-cant-get-into-reynolds-club-on-shake-day-infographic/
Life of the Mined,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/life-of-the-mined/
GPA Fellates Student,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/gpa-fellates-student/
Sorority Declares Raccoons In for Winter,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/sorority-declares-raccoons-in-for-winter/
Lonely Lampshade Seeks Human Head,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/lonely-lampshade-seeks-human-head/
Love Child Becomes Love Adult,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/love-child-becomes-love-adult/
Maid In China,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/maid-in-china/
Dad Unexpectedly Hot,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/dad-unexpectedly-hot/
UChicago Recalls Educations Distributed Over Three-Year Period,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/uchicago-recalls-educations-distributed-over-three-year-period/
The P in P-Set is Silent,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/the-p-in-p-set-is-silent/
10 Signs You’re Being Hit On,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/10-signs-youre-being-hit-on/
On The Macaroon’s Recent Coverage,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/on-the-macaroons-recent-coverage/
First Year Steps on Seal,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/first-year-steps-on-seal/
Second Year Astoundingly Close to Developing Most Fuckable Personality on Campus,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/second-year-astoundingly-close-to-developing-most-fuckable-personality-on-campus/
"After Long Deliberation, America Chooses Greater of Two Evils",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/after-long-deliberation-america-chooses-greater-of-two-evils/
“You Like This” Says Salad Eater to Self,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/you-like-this-says-salad-eater-to-self/
Future Senator Backstrokes through Pool of Vomit,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/future-senator-backstrokes-through-pool-of-vomit/
"News in Brief: October 30, 2014",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-october-30-2014/
"News in Brief: October 23, 2014",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-october-23-2014/
"News in Brief: October 16, 2014",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-october-16-2014/
"News in Brief: October 9, 2014",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-october-9-2014/
"News in Brief: November 13, 2014",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-november-13-2014/
"News in Brief: November 20, 2014",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-november-20-2014/
Uber Driver Crosses into Non-Delightful Racism,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/uber-driver-crosses-into-non-delightful-racism/
What Has Become of Serious Journalism?,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/what-has-become-of-serious-journalism/
News in Brief: November 27 (Happy Thanksgiving),Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-november-27-happy-thanksgiving/
5 Easy DIY Thanksgiving Recipes,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/5-easy-diy-thanksgiving-recipes/
Butterball Hotline Questions,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/butterball-hotline-questions/
‘Twas the Night Before Finals,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/twas-the-night-before-finals/
Urine-leaking Box Surprisingly Does Not Contain Puppy,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/urine-leaking-box-surprisingly-does-not-contain-puppy/
"If You Die in the Med, You Die in Real Life",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/if-you-die-in-the-med-you-die-in-real-life/
5 Reasons It Sucks to be a Girl,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/5-reasons-it-sucks-to-be-a-girl/
End Body Shaming!,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/end-body-shaming/
Neil deGrasse Tyson Breaks Down Science and Fiction in  Cloudy With a Chance of Meatballs Two,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/neil-degrasse-tyson-breaks-down-science-and-fiction-in-cloudy-with-a-chance-of-meatballs-two/
"After Brief Contemplation, God Decides He’s on Board with Genocide",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/after-brief-contemplation-god-decides-hes-on-board-with-genocide/
Classified: Artist Seeks Torture,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/classified-artist-seeks-torture/
More Sightings of Area’s Wittiest Man,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/more-sightings-of-areas-wittiest-man/
Physicists at Fermilab confirm that Fox News is neither   journalism nor entertainment,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/physicists-at-fermilab-confirm-that-fox-news-is-neither-journalism-nor-entertainment/
"Whom, Honey",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/whom-honey/
Everyone Around Me Kissing??,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/everyone-around-me-kissing/
Opinion: Aggressive pointing the best way to deal with other’s bullshit,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/opinion-aggressive-pointing-the-best-way-to-deal-with-others-bullshit/
You Are All Adopted,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/you-are-all-adopted/
French Politician “Relieved” Islamophobic Laws Were Worded Inoffensively,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/french-politician-relieved-islamophobic-laws-were-worded-inoffensively/
Portland Trailblazers Trade $2 Million To Los Angeles Clippers For $3 Million,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/portland-trailblazers-trade-2-million-to-los-angeles-clippers-for-3-million/
Why Two Dakotas?,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/why-two-dakotas/
Why I Chose Not to Have a Headclaw Installed on My Child,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/why-i-chose-not-to-have-a-headclaw-installed-on-my-child/
Meteor Defense System Behind Schedule and Over Budget,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/meteor-defense-system-behind-schedule-and-over-budget/
Sexiest Man Alive Also Only Man Alive,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/sexiest-man-alive-also-only-man-alive/
Did the Writers of the Constitution Mean for Us to Have “Sharp Sticks” and “Rocks”?,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/did-the-writers-of-the-constitution-mean-for-us-to-have-sharp-sticks-and-rocks/
Point: Race No Longer Divides Us. Counterpoint: I Agree with the Jew,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/point-race-no-longer-divides-us-counterpoint-i-agree-with-the-jew/
Eight Helpful Tips for Couples Trying to Start a Family,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/eight-helpful-tips-for-couples-trying-to-start-a-family/
This is the Loneliest I’ve Ever Felt,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/this-is-the-loneliest-ive-ever-felt/
Crusaders Crucify Downside Old Gregorians,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/crusaders-crucify-downside-old-gregorians/
Man Drinks Milk of Another Creature,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/man-drinks-milk-of-another-creature/
Strategic Reserves of Plastic Bags Under Sink Still Full,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/strategic-reserves-of-plastic-bags-under-sink-still-full/
Swedish Teens Not Very Excited About Swedish Beatles,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/swedish-teens-not-very-excited-about-swedish-beatles/
Prayer/Counter Prayer: The World is Flat,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/prayer-counter-prayer-the-world-is-flat/
"Oh God, Oh No, A Train!",Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/oh-god-oh-no-a-train/
News in Brief: January 30,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/news-in-brief-january-30/
17 Cats That Are God,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/17-cats-that-are-god/
Kentucky Derby Ends in Catastrophe,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/kentucky-derby-ends-in-catastrophe/
Betty White Celebrates 200 Years With Birthday Bash,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/betty-white-celebrates-200-years-with-birthday-bash/
City of Chicago Releases Election Results,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/city-of-chicago-releases-election-results/
March!,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/march/
Publish This Now,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/publish-this-now/
Investigative Report: The World of Insider Prospie Trading,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/investigative-report-the-world-of-insider-prospie-trading/
20 Best Fundamentals Questions,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/20-best-fundamentals-questions/
Sex Is Like Pizza,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/sex-is-like-pizza/
Low Self-Esteem Developing Tolerance to Paltry Facebook Notifications,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/low-self-esteem-developing-tolerance-to-paltry-facebook-notifications/
The Only Thing We Have to Fear Is CNN Itself,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/the-only-thing-we-have-to-fear-is-cnn-itself/
Area Father Not Ready to Give Up on Windows XP,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/area-father-not-ready-to-give-up-on-windows-xp/
CPD Aims to Strengthen Community Relationships with “Fuck the Police” Initiative,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/cpd-aims-to-strengthen-community-relationships-with-fuck-the-police-initiative/
Top 5 Ways to Meet People on TransLoc,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/top-5-ways-to-meet-people-on-transloc/
Will The Circle Be Unbroken? An Analysis of the Daytona 500,Chicago Shady Dealer,https://chicagoshadydealer.com/index.php/2013/03/16/will-the-circle-be-unbroken-an-analysis-of-the-daytona-500/
